ID,Ciudad,Estrato,Edad,Lunes,Martes,Miercoles,Jueves,Viernes,Sabado,Domingo,Trabajo_remoto,Transporte1,Compartido1,Tiempo1,Transporte2,Other.1,Compartido2,Tiempo2,Tecnologia_de_vehiculo,Other.2,Cilindrada,Kilometraje,Modelo,Costo_combustible,Costo_parqueadero,Costo_mantenimiento,Costo_obligaciones,Costo_depreciación,Costo_de_transporte,Comodidad,Rapidez,Costo,Conveniencia,Seguridad_personal,Menor_riesgo_de_accidente,Razones_ambientales,Salud,"Problemas_de_salud,_por_ejemplo,_discapacidad",Compromisos_tales_como_dejar_o_recoger_pasajeros,Preferencia_Trabajo_Remoto,Economia,Tiempo,Conveniencia.1,Seguridad_personal.1,Menor_riesgo_de_accidente.1,Razones_ambientales.1,No_hay_acceso_a_transporte_publico,Salud.1,"Problemas_de_salud,_por_ejemplo_discapacidad",Compromisos_tales_como_dejar_o_recoger_pasajeros.1,Otros,Desplazamientos_extra,OTROS_TRAYECTOS,Transporte_extra,Other.3,Transporte_almuerzo,Other.4,Tren,Cable,Transporte_integrado,Alimentador_de_sistema_masivo,Tranvia,Bus_o_Colectivo,Carro_propio_uso_individual,Carro_compartido_pasajero,Carro_compartido_conductor,Motocicleta_2T,Motocicleta_4T,Motocicleta_electrica,Taxi,Bicicleta_mecanica,Bicicleta_publica,Bicicleta_electrica_personal,Patineta,A_pie_o_caminata,Uber_o_similares,Bicicletas_eléctricas_compartidas_de_la_compañía,Patinetas_eléctricas_compartidas_de_la_compañía,Motivadores,Barreras,Sede,Genero,LATITUDE,LONGITUDE,Distancia_trabajo,dFlag,Viajes_std,Viajes_lab,Viajes_tr,Co2Flag_W,Co2Flag_lab_W,Co2Anual
b7wknuii0omv2fthblb7nt8l49tmglxs,Medellín,3,31,1,1,1,1,1,1,0,0,Transporte integrado,,40,Bus o colectivo,,,30,,No aplica,,0,0,,,,,,5000,0,1,1,0,0,1,1,0,0,0,0,,,,,,,,,,,,1,,Taxi,,A pie o caminata,,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,Para el uso de la bicicleta un motivador es tener más cliclorutas,La seguridad vial,D,Masculino,6.2354437,-75.5915608,2.9513266745743,1-5 KM,12,0,0,1163.36676383438,0,60495.071719388
b988xslpm49uq6kv4b988xznr5jkjao4,La Estrella,4,39,1,1,1,1,1,0,0,1,Carro propio uso individual,,90,Carro propio uso individual,,,,Gasolina,,2500,40000,2019,400000,90000,1000000,3000000,2000000,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,familiares,1,,Carro propio uso individual,,No requiero desplazarme,,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Por la rapidez,largos trayectos,D,Femenino,6.1617374,-75.6307183,11.6531917667154,7-15 KM,10,0,1,30078.5649956793,0,1564085.37977532
b9ox2urw12q15yt631b9obbpxx9035aw,Medellín,3,41,1,1,1,1,1,0,0,1,Bus o colectivo,,45,Carro compartido conductor,,2,20,,,,,,,,,,,7000,1,1,1,1,1,1,0,1,0,0,0,,,,,,,,,,,,0,0,Taxi,,Taxi,,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,"Transporte público, más asequible",Ninguna,C,Femenino,6.2845852,-75.573145,8.68850573700884,7-15 KM,10,0,1,2854.06076553646,0,148411.159807896
ba8rvopemaybjba8rvp9fzzd0tglzzih,Medellín,5,55,1,1,1,1,1,0,0,0,Transporte integrado,,40,A pie o caminata,,,20,,,,,,,,,,,10000,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,No utilizar servicio publico,0,1,Taxi,,,no utilizo,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,no,no,C,Femenino,6.2432085,-75.595918,4.07040814596845,1-5 KM,10,1,0,1337.07596458675,1677.74354345,156770.614417911
bao3cyjoo8h92okz1mzbao3cyj2c1fo0,Medellín,2,44,1,1,1,1,1,1,1,0,Motocicleta 4T,,25,Bus o colectivo,,,,Gasolina,,150,11000,2020,60000,35000,300000,483900,1000000,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,,0,2,Bus o colectivo,,No requiero desplazarme,,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,Por seguridad y salud,Ninguno,D,Masculino,6.1771377,-75.6421617,11.2532325394654,7-15 KM,14,2,0,7141.71538767322,427.033037383333,393574.918102941
bapybbs0alzcsi9xook7lybapybbs0cm,Medellín,3,35,1,1,1,1,1,0,0,0,Tranvia,,40,Bicicleta mecanica,,,20,,mecanica,,0,0,,,,,,20000,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,,1,,Taxi,,Bicicleta mecanica,,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,,El valor de una bici electrica,A,Masculino,6.2476376,-75.5658153,2.76001783143387,1-5 KM,10,0,0,717.604636172807,0,37315.4410809859
bbfmmeu9uvci4bbfmmw1ffjgc9jxk81j,Medellín,3,31,1,1,1,1,1,0,0,1,Bus o colectivo,,40,Tren,,,20,,,,,,,,,,,6000,1,1,0,1,1,1,0,1,0,0,0,,,,,,,,,,,,0,2,Taxi,,No requiero desplazarme,,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,es mi única opción de transporte,"orden público, clima, adaptación al medio de transporte (patineta)",D,Femenino,6.2592608,-75.6024989,4.22515154389277,1-5 KM,10,2,1,1387.90715168724,3355.4870869,246656.500406536
bbrvaeo73o71ubil0pzcubbrvaeogtxi,Medellín,6,34,1,1,1,1,1,0,0,0,Taxi,,30,Taxi,,,60,Gasolina,,1600,,,,,,,,30000,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,"Algunos días me parece pertinente trabajar desde casa,pero el resto de días si debemos realizar trabajo presencial de las empresa, pero creería que es la forma de no tener tanta monotonia",1,,Taxi,,Taxi,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Me gustaria mucho pero por trastorno genetico en u pie, no tengo permitido utilizar este tipo de elementos","Si, alteración genética de un pie, impide que tenga tanto esfuerzo, de caminar de forma prolongada o estar en bipedestacion",D,Femenino,6.2064354,-75.5744303,4.4035102406154,1-5 KM,10,0,0,11366.0936533976,0,591036.869976675
bdam8oue9blvu27bdauevn46yhikd6wr,Medellín,4,51,1,1,1,1,1,0,0,1,Carro propio uso individual,,30,Tren,,,,Gasolina,,1400,180000,2012,240000,70000,700000,1700000,6000000,0,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,"La productividad, la conectividad, la gestión del tiempo y dinero, equilibrio vida laboral y personal, comodidad, tiempo para hacer ejercicio",1,,Taxi,,Carro propio uso individual,,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Pico y placa,no,D,Femenino,6.1713642,-75.5758794,8.26209871126317,7-15 KM,10,0,1,16871.0613038938,0,877295.187802478
bdw6qwh34n4w9g6y4bdw6qc4sm9ux0al,Medellín,5,46,0,1,0,1,0,0,0,1,Carro propio uso individual,,15,No utilizo otros medios de transporte,,,,Gasolina,,1400,40000,2014,80000,120000,300000,2000000,12000000,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,Comodidad y mejor alimentación,1,,Taxi,,No requiero desplazarme,,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,Cuidado del medio ambiente,Peligros en la vía,C,Femenino,6.2192208,-75.6034523,2.19195747928481,1-5 KM,4,0,1,1790.37555957202,0,93099.5290977448
bedgsr93vjwmpz0ufcbbedgsrsjlxo1w,Medellín,4,39,1,1,1,1,1,1,0,0,Alimentador de sistema masivo,,30,Carro compartido pasajero,,,,,,,,,,,,,,10000,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,"Al evitar perder el tiempo en desplazamiento, tengo mas tiempo para mi familia y me rinde mas el trabajo",1,,Uber o similares,,No requiero desplazarme,,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,La bicicleta es un medio de transporte amigable con el medio ambiente,"Al usar uber , indriver se me aumentaron los gastos por dia son $20.000",C,Femenino,6.2354776,-75.6116194,4.09203109365695,1-5 KM,12,0,0,1613.01458491511,0,83876.7584155858
bf941aph9lefocdbf9419id7lv3gkn15,Medellín,3,33,1,1,1,1,1,0,0,1,Bus o colectivo,,45,No utilizo otros medios de transporte,,,,,,,,,,,,,,4400,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,"Para desplazarme al trabajo utilizo el transporte público como buses porque seria la única forma de llegar al centro de la ciudad desde la zona en la que vivo. Estar en un lugar que pueda ser mas cerca, además de disminuir gastos haría que tuviera menos tiempos en desplazamientos, además si consideramos a no es conveniente usar este tipo de transporte (buses) que en hora pico podrían estar un poco congestionados y tener aglomeración de personas.",0,2,Taxi,,No requiero desplazarme,,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,Realmente el temor de usar el transporte publico es no tener unas pautas de cuidado personales y que se presenten aglomeraciones en los buses es el medio que mas uso para transportarme.,Bicibleta por las calles empinadas para llegar a mi casa. El integrado porque su frecuencia no es mucha y hace que en conjunto con el cable el desplazamiento a mi trabajo tome mas tiempo.,D,Femenino,6.2806046,-75.6027016,5.54694080484048,5-7 KM,10,2,1,1822.09767698199,3355.4870869,269234.407721863
bgsdl2zxk38ibelf11q9mbgsdlpjat13,Bello,3,26,1,1,1,1,1,1,0,0,Bus o colectivo,,40,Transporte integrado,,,30,,,,,,,,,,,5000,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,Na,1,,Transporte integrado,,No requiero desplazarme,,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,Trabajar cerca de casa,Trabajo lejos de casa,D,Femenino,6.3370176,-75.5502701,10.2828576256749,7-15 KM,12,0,0,4053.3414691129,0,210773.756393871
bh3i9wwl4zkcvewdnbh3i9wfosri4yum,Envigado,4,41,1,1,1,1,1,0,0,1,Motocicleta 4T,,35,No utilizo otros medios de transporte,,,,Gasolina,,150,16000,2018,90000,35000,200000,700000,1500000,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,NO,1,,Taxi,,No requiero desplazarme,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NO,NO,D,Femenino,6.1483231,-75.5910855,11.0788101745928,7-15 KM,10,0,1,5022.15752696064,0,261152.191401953
bhjjd6fkg7bw2jg0bpfbhjjdm2722vvj,Medellín,3,30,1,1,1,1,1,0,0,1,Bicicleta electrica,,25,Tren,,,20,,,,,,,,,,,5000,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,"Eficiencia de las actividades, mejor alimentación",1,,Bicicleta electrica,,A pie o caminata,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,"Salud, bienestar, calidad de vida, etc",Las dificultades de aforo dadas las condiciones actuales,A,Femenino,6.2565567,-75.6119911,5.45694227760222,5-7 KM,10,0,1,1036.81903274442,0,53914.5897027099
bhzlkvb0jhlbk2kz0cpqbhzlgkw91or7,Itagüí,3,29,1,1,1,1,1,0,0,1,Bus o colectivo,,45,Bus o colectivo,,,45,Gasolina,,1600,,,,,,,,7000,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,,0,,Uber o similares,,No requiero desplazarme,,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,"Me inclino por el uso de la bicicleta por ahorro en el tiempo de desplazamiento, comodidad, seguridad, no contaminante y ayuda a mejorar nuestra condición física","El miedo de andar en bicicleta para dirigirme al trabajo obedece al temor de enfrentar los carros en las vías, ya que algunos conductores no son respetuosos con el ciclista",C,Femenino,6.1736365,-75.606178,4.25930836057665,1-5 KM,10,0,1,1399.12722028406,0,72754.6154547709
biacj34o6ufu0lajbiacg2o7e90uk41r,Medellín,3,33,0,0,0,0,0,0,0,1,Motocicleta 2T,,15,No utilizo otros medios de transporte,,,,Gasolina,,125,12000,2019,30000,50000,200000,600000,500000,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,Más y mejores recursos (no hay Wi-Fi en la sede),1,,Motocicleta 2T,,No requiero desplazarme,,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,Medio ambiente,No,B,Femenino,6.2395369,-75.5548602,1.35725768873152,1-5 KM,9,0,1,0,0,0
biusxx0h5wslcmpxj4ht1ibius4u7dyq,Medellín,4,51,1,1,1,1,1,0,0,1,Bus o colectivo,,80,Bicicleta mecanica,,,40,,,,,,,,,,,10000,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,El tiempo rinde mas y la comodida y se ahorra en tiempo en desplanzamiento y por seguridad,0,0,Taxi,,No requiero desplazarme,,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,"movilizarme en bicicleta me motiva por temas de salud, ejercicio y disminucion en el tiempo (rapido)",no,C,Femenino,6.2522623,-75.6026395,5.23783272320028,5-7 KM,10,0,1,1720.55970545695,0,89469.1046837612
bln069bomt345ydjtpbln069icyaz0kx,Medellín,2,25,1,1,1,1,1,1,0,1,Motocicleta 4T,,35,Alimentador de sistema masivo,,,,Gasolina,,100,65000,2011,40000,50000,450000,600000,2000000,0,1,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,0,4,Bicicleta electrica,,A pie o caminata,,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,SALUD Y MEDIO AMBIENTE,"SALUD, TIEMPO Y COSTO",B,Masculino,6.2786229,-75.5517603,3.92100921243535,1-5 KM,12,4,1,2132.92860361564,494,136600.287388013
bm6ay4tva9wxizz7rbcbm6ayht5kmeb3,Envigado,5,35,1,1,1,1,1,0,0,1,Bus o colectivo,,30,Bicicleta mecanica,,,35,,,,,,,,,,,5000,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,practicidad,1,,Bicicleta mecanica,,Bicicleta mecanica,,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,Bicibleta - tiempo,en bicileta la lluvia,D,Femenino,6.1865545,-75.5804864,6.69369824270074,5-7 KM,10,0,1,2198.79253223691,0,114337.211676319
bmvu3z69i0yt00hxyxnbmvu3fak1bixb,Bello,2,28,1,1,1,1,1,0,0,1,Bus o colectivo,,75,Carro propio uso individual,,,40,Gasolina,,1600,75000,2016,,,,,,10000,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,OPTIMIZACION DE TIEMPO,0,0,,NINGUNO,,NINGUNO,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ACCESIBILIDAD,NINGUNO,C,Masculino,6.3082732,-75.5523673,11.8207997593281,7-15 KM,10,0,1,3882.97848117391,0,201914.881021043
bn9idfcsavzl87fsxbn9idwjl1d3xhje,Envigado,5,32,1,1,1,1,1,1,0,0,Carro propio uso individual,,30,Taxi,,,,Gasolina,,2000,15000,2020,300000,170000,3000000,800000,,0,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,1,,Taxi,,No requiero desplazarme,,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,,"Orden publico, Contingencia actual",D,Masculino,6.171245,-75.5920814,8.67581901321704,7-15 KM,12,0,0,26872.2449235058,0,1397356.7360223
bno5xysqly2sz6fq5bno5x3z45enignz,Medellín,2,26,1,1,1,1,1,1,0,1,Motocicleta 4T,,20,Bus o colectivo,,,,Gasolina,,125,39987,2016,40000,35000,300000,500000,2000000,0,1,1,1,1,0,0,1,1,0,0,0,,,,,,,,,,,,0,0,Motocicleta 4T,,Motocicleta 4T,,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,La bicicleta por hábitos saludables y cuidado del medio ambiente,Los medios masivos en cuanto a los temas de salud y cuidado publico,B,Femenino,6.251486,-75.5432743,2.52128352657209,1-5 KM,12,0,1,1371.51367423348,0,71318.711060141
bo462kk1vx35glb8toscb9bo462kdm2u,Itagüí,3,38,1,1,1,1,1,0,0,0,Motocicleta 4T,,30,Alimentador de sistema masivo,,,,Gasolina,,200,47000,2015,90000,70000,600000,1200000,2000000,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,El ahorro en tiempo de desplazamiento es vital,1,,Taxi,,A pie o caminata,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,Principalmente por contribuir a la no emisión de gases en vehiculos y adicionalmente por hacer ejercicio durante el desplazamiento,No hay suficientes ciclo rutas para llegar de mi casa a cuidad del rio que es mi sede,A,Masculino,6.1657117,-75.621531,8.29968394388373,7-15 KM,10,0,0,3762.34627485184,0,195642.006292296
boypn6askzh7boyp5jx1pdd6vpyk02ii,Medellín,2,44,1,1,1,1,1,1,0,0,Bus o colectivo,,60,Bus o colectivo,,,60,,,,,,,,,,,6800,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,"comodidad y menos estres por el ruido que se genera en la oficna por la cantidad de compañeros que utilizamos un mismo espacio , altavoz de telefonos, celulares, calor de la oficina etc",0,0,Taxi,,No requiero desplazarme,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,me encantaria  bicicleta pero me quedaria muy retirado de mi casa al trabajo,horario de las busetas esta reducido por el covid 19,D,Femenino,6.2101749,-75.4982476,8.54149619831302,7-15 KM,12,0,0,3366.92406033582,0,175080.051137463
bp0utg7zjo0a9dnijd1s5tbp0utehd14,Bello,4,41,1,1,1,1,1,0,0,1,Carro compartido conductor,3,45,Carro compartido pasajero,,3,45,Gasolina,,1800,33500,2014,,,,,,4000,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,Productividad,1,,Taxi,,A pie o caminata,,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,En bus si existiera una ruta que me dejara cerca y en bicicleta si existiera ciclo ruta en mi municipio,rutas que me dejen cerca y falta de ciclo rutas,D,Masculino,6.3149791,-75.5589198,7.73050677589307,7-15 KM,10,0,1,9976.77525450083,0,518792.313234043
bp835jjl9pghkpgu5961bp835jwxha2k,Medellín,2,35,1,1,1,1,1,0,0,0,Tranvia,,15,Tren,,,15,,,,,,,,,,,10000,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,no,1,,Taxi,,No requiero desplazarme,,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,Ejercicios,Dinero,A,Masculino,6.2423294,-75.5450986,3.83174515020496,1-5 KM,10,0,0,996.253739053289,0,51805.194430771
bq5ho9bhar06mk8cgj6bq5ho9pvsprhl,Medellín,5,38,1,1,1,1,1,0,0,1,Carro propio uso individual,,10,Bus o colectivo,,,,Gasolina,,1800,3800,2020,180000,35000,1000000,4000000,5000000,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,COVID,1,,Taxi,,A pie o caminata,,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,"Salud, tiempo, calidad del aire",Seguridad vial,A,Femenino,6.2022853,-75.5623537,2.7906884378105,1-5 KM,10,0,1,7203.16847433406,0,374564.760665371
bqii94ux8kz1i1rct5ikjalbqii94qv5,Medellín,4,55,1,1,1,1,1,0,0,1,Carro compartido conductor,4,40,Bus o colectivo,,,,Gasolina,,1399,100000,2013,,,,,,12000,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,NO,0,0,Taxi,,No requiero desplazarme,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,NO,PICO Y PLACA,C,Masculino,6.2491698,-75.6152254,5.54405233744511,5-7 KM,10,0,1,5660.42903418253,0,294342.309777492
br4c5zlnb4jeq7elg62br4c5zypgj7ns,Medellín,3,35,1,1,1,1,1,0,0,1,Motocicleta 4T,,35,Bus o colectivo,,,,Gasolina,,125,6000,2019,50000,45000,300000,650000,500000,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,desplazamientos cortos y ahorro economico,0,0,Taxi,,A pie o caminata,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,"Por salud, medio ambiente, autocuidado y economia",ninguno,D,Femenino,6.2965513,-75.5728298,5.68082791575956,5-7 KM,10,0,1,2575.1874277915,0,133909.746245158
bs515djs200732lnebs515dy08wrfxux,Medellín,4,29,1,1,1,1,1,0,0,0,Uber o similares,,20,Tren,,,60,,,,,,,,,,,5000,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,,0,10,Taxi,,A pie o caminata,,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,,,A,Femenino,6.2541241,-75.6010776,4.40614977121015,1-5 KM,10,10,0,11372.9066617254,16777.4354345,1463817.78900372
bs654ka0mahpa6adbs652oxqbwvirc5c,Medellín,5,35,1,1,1,1,1,0,0,0,Carro propio uso individual,,40,Carro propio uso individual,,,,Gasolina,,1600,20000,2018,200000,140000,1200000,1000000,6000000,0,1,1,0,1,1,1,0,1,0,0,0,,,,,,,,,,,,1,,Taxi,,A pie o caminata,,0,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,eficiencia energetica,"tiempos de espera, multitudes",D,Masculino,6.2136616,-75.6071162,5.67958031306601,5-7 KM,10,0,0,14659.814153465,0,762310.335980179
bsupsvovib0le7tfhg975bsupsv10i2c,Medellín,3,43,1,1,1,1,1,0,0,0,Tren,,50,Bus o colectivo,,,90,,,,,,,,,,,10000,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,Seguridad Contingencia,0,2,Carro propio uso individual,,A pie o caminata,,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,Bicicleta,No tengo Bicicleta ni motocicleta electrica,A,Masculino,6.3056804,-75.5694623,9.0174569281887,7-15 KM,10,2,0,2542.92285374921,3355.4870869,306717.316913759
bt31ge24ofq0lcbt32697lohohkmqpa2,Medellín,3,39,1,1,1,1,1,0,0,1,Carro compartido pasajero,2,15,Bus o colectivo,,,15,Gasolina,,1400,34000,2017,,,,,,7500,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,"El disfrute de mayor tiempo con mi familia, la posibilidad de acompañamiento a mis dos hijos",0,,Transporte empresarial,,A pie o caminata,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,El medio ambiente,No,D,Femenino,6.208073,-75.566435,4.14246034761165,1-5 KM,10,0,1,4229.41584916143,0,219929.624156394
bt83ql644bu66udwfozgbt83ql6vgwaf,Medellín,2,42,1,1,1,1,1,0,0,0,Bus o colectivo,,90,Tren,,,90,,NO UTILIZO TRANSPORTE PROPIO,,0,0,,,,,,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,mas tiempo en familia,0,0,Taxi,,A pie o caminata,,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,la necesidad,no,D,Femenino,6.183415,-75.6416879,10.7584668416086,7-15 KM,10,0,0,3534.01597919998,0,183768.830918399
bu0jyq10zgmqdxw7bu0jyqazote92muh,Envigado,4,32,1,1,1,1,1,0,0,0,Carro propio uso individual,,30,Carro propio uso individual,,,40,,,,,,,,,,,10000,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,No,1,,Taxi,,No requiero desplazarme,,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,Tiempo cortos de desplazamiento,Seguridad,D,Masculino,6.1766859,-75.5884169,7.97793266365156,7-15 KM,10,0,0,20592.1923331081,0,1070794.00132162
bui4ypl80db8x0lyrbui4ycm5fqifqlg,Envigado,5,38,1,1,1,1,1,0,0,1,Motocicleta 4T,,20,Carro propio uso individual,,,,Gasolina,,2000,9000,2018,220000,120000,500000,800000,10000000,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,Evitar desplazamientos innecesarios,1,,Motocicleta 4T,,A pie o caminata,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,Economicos y ambientales,Faltan ciclovias por la loma por donde vivo,A,Masculino,6.1600075,-75.5710522,7.12182131654048,7-15 KM,10,0,1,8071.01754765985,0,419692.912478312
buiup5ka3q8zpn5xls2buiup5zrnlakl,Medellín,3,42,1,1,1,1,1,1,0,0,Bus o colectivo,,90,No utilizo otros medios de transporte,,,,,,,,,,,,,,12000,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,Por el tipo de cargo que desempeño se puede ser más eficiente y productivo,1,,Transporte empresarial,,A pie o caminata,,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,"salud, economía, medio ambiente","acceso al barrio es demasiado empinado para pensar en bibicleta, y la seguridad que siempre se hace vulnerable en los barrios de la ciudad",D,Femenino,6.2816686,-75.5543095,4.23134103263889,1-5 KM,12,0,0,1667.92838157463,0,86732.2758418807
buw98axa7hbmfg4vg58buw98axs8rfy2,Medellín,3,60,1,1,1,1,1,1,0,0,Motocicleta 2T,,15,A pie o caminata,,,,Gasolina,,175,,77,75000,100000,1000000,1500000,,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,Mi labor aplica perfectamente para hacerlo de forma remota.,0,12,Motocicleta 2T,,Motocicleta 2T,,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,"Si. La bicicleta, por Salud.",Solamente el parqueadero.,D,Masculino,6.2629442,-75.5549294,2.33555365267388,1-5 KM,12,12,0,3176.20344736007,3535.83355008,349025.923866884
bv2h60unib43t589qkbv2h600o2yhmec,Medellín,3,45,1,1,1,1,1,0,0,1,Bus o colectivo,,1,Carro compartido conductor,,2,1,Gasolina,,1000,116000,2010,,,,,,8000,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,mas tiempo en familia,0,0,,no aplica,,no aplica,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,"salud, ejercicio, cuidar el medio ambiente",no aplica,C,Femenino,6.2353863,-75.5944385,3.19098029462332,1-5 KM,10,0,1,1048.19539034105,0,54506.1602977345
bvd4badc4bapjnqq4l4bvd4balz57khi,Medellín,2,20,1,1,1,1,1,0,0,0,Tren,,45,Motocicleta 4T,,,15,Gasolina,,125,22000,2013,,,,,,5000,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,Me gustaria trabajar desde casa o un lugar mas cercano a ciudad del rio por tiempo en desplazamientos,0,10,Taxi,,Motocicleta 4T,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Claro que si, el medio ambiente, economia, cercania",A veces veo dificultad en los masivos por tiempos y porque luego de trabajar voy a la universidad,A,Femenino,6.264013,-75.5705664,4.41454583011062,1-5 KM,10,10,0,1244.9019240912,16777.4354345,937161.542646742
